Height,Weight,Age,Gender
181,69,32,Female
172,75,24,Female
188,53,29,Female
166,66,31,Male
174,79,28,Female
166,56,39,Female
172,58,27,Male
189,68,35,Female
187,52,34,Female
160,61,27,Female
189,49,23,Female
154,59,32,Female
137,63,37,Female
157,73,23,Male
155,56,21,Male
146,103,33,Female
183,93,35,Female
191,77,31,Male
153,104,26,Female
149,96,38,Female
144,82,26,Male
148,94,37,Female
176,51,29,Female
185,85,18,Female
151,79,26,Male
165,90,29,Female
171,75,21,Female
160,82,24,Female
150,82,23,Female
138,51,40,Male
149,68,36,Male
166,60,26,Male
145,52,18,Male
178,82,30,Male
173,51,20,Male
173,79,23,Female
154,59,24,Female
191,65,39,Male
152,56,39,Male
184,88,39,Female
174,90,25,Male
141,99,38,Male
145,60,19,Female
148,72,25,Female
183,79,37,Male
173,60,24,Female
155,71,30,Female
154,89,18,Male
152,68,19,Male
150,95,37,Male
137,58,25,Female
166,93,40,Female
137,76,38,Male
146,81,19,Female
167,70,37,Female
152,95,23,Male
171,69,40,Male
177,93,28,Male
149,70,31,Male
191,59,29,Male
175,97,33,Female
141,72,33,Male
168,63,27,Male
150,100,34,Female
171,48,31,Male
163,98,24,Female
146,83,38,Male
147,48,29,Female
188,64,22,Male
157,89,29,Female
144,73,29,Female
164,94,38,Male
147,80,24,Female
150,80,31,Female
142,92,34,Female
188,51,39,Male
190,88,33,Male
144,55,29,Male
172,104,23,Female
172,93,33,Female
173,82,20,Female
191,63,31,Female
181,59,32,Male
166,66,37,Male
142,93,31,Male
162,54,25,Female
160,53,21,Female
174,62,38,Female
152,53,26,Female
175,69,31,Female
157,61,37,Male
174,76,27,Male
168,79,24,Female
179,67,24,Male
185,64,30,Male
144,93,37,Female
137,88,40,Male
181,77,25,Male
165,59,40,Female
181,98,19,Female
158,75,20,Male
169,96,39,Female
163,73,21,Female
168,54,33,Female
182,63,27,Female
170,62,38,Female
162,77,29,Male
151,80,26,Male
170,52,30,Male
146,49,35,Male
162,95,36,Male
173,100,32,Male
144,98,37,Male
179,92,35,Female
167,53,34,Female
146,95,29,Female
188,83,27,Female
166,98,29,Male
167,57,32,Female
180,72,21,Female
182,77,23,Female
190,55,25,Male
150,74,26,Female
175,59,24,Male
155,103,28,Male
144,72,34,Female
158,90,37,Female
160,98,25,Male
142,93,33,Male
152,52,39,Male
158,59,26,Female
160,60,22,Male
186,93,38,Female
167,50,37,Female
182,93,21,Female
183,90,40,Male
169,53,32,Male
145,63,39,Male
179,75,39,Female
145,78,18,Female
176,71,39,Female
164,93,27,Male
168,80,32,Male
186,68,31,Female
146,89,36,Female
178,78,31,Female
139,100,27,Female
185,96,26,Female
175,99,35,Male
172,91,39,Male
146,54,29,Female
174,68,26,Female
169,96,30,Female
179,68,37,Female
148,102,26,Male
178,94,32,Male
187,68,35,Female
187,56,22,Female
164,85,27,Male
152,96,37,Male
175,68,23,Female
161,77,25,Male
156,88,36,Female
191,76,25,Female
141,71,29,Female
187,54,21,Female
180,76,23,Male
189,68,26,Female
184,60,18,Female
176,53,20,Female
184,64,18,Female
145,51,25,Male
154,71,27,Male
179,86,34,Male
172,80,40,Male
189,94,35,Female
187,81,26,Male
168,60,40,Male
147,75,23,Male
189,87,36,Female
191,87,40,Male
164,52,28,Male
148,83,24,Male
143,95,20,Male
142,58,25,Male
143,79,26,Male
171,53,35,Male
139,93,28,Female
145,76,21,Female
138,85,32,Male
167,48,35,Female
163,80,33,Female
157,61,24,Male
164,98,24,Female
187,61,32,Female
167,76,25,Female
149,78,23,Male
164,73,31,Female
142,53,36,Female
175,75,21,Female
138,66,31,Female
172,58,18,Male
166,81,26,Female
174,57,24,Male
171,70,32,Male
153,56,21,Female
142,52,33,Male
188,73,24,Female
158,71,18,Female
137,69,36,Female
174,49,18,Female
148,102,18,Female
156,63,23,Male
152,84,39,Female
141,51,24,Male
137,56,30,Male
168,95,36,Female
176,72,28,Male
166,62,20,Male
185,71,37,Male
162,105,36,Female
176,71,31,Female
168,87,27,Male
186,80,19,Female
170,81,25,Male
181,72,19,Female
184,51,34,Male
191,72,30,Male
186,101,25,Male
144,66,22,Male
184,94,19,Female
154,49,39,Female
175,104,36,Female
150,69,22,Female
155,62,39,Male
154,85,34,Male
152,101,32,Female
152,50,31,Male
174,92,19,Male
159,58,33,Male
156,53,20,Female
159,63,24,Male
184,102,34,Female
163,75,35,Female
163,65,32,Female
170,81,27,Male
171,66,23,Male
146,94,37,Female
155,93,27,Male
174,93,23,Female
153,99,40,Female
182,77,18,Female
184,68,35,Female
185,54,30,Female
183,92,29,Female
160,74,25,Female
176,55,21,Female
153,88,18,Male
178,78,26,Male
153,54,37,Male
181,70,33,Female
137,90,25,Female
147,98,21,Female
189,63,23,Female
183,75,38,Female
170,102,30,Male
143,105,25,Male
137,102,27,Female
156,102,24,Female
153,73,25,Male
183,90,34,Male
190,55,33,Female
148,98,28,Male
161,89,38,Female
157,71,19,Male
189,95,39,Male
161,71,39,Female
158,77,22,Male
156,96,26,Female
144,87,38,Male
168,78,32,Male
139,105,21,Male
159,67,21,Female
169,81,32,Female
161,89,34,Female
149,71,32,Female
173,71,28,Female
142,88,28,Female
143,103,32,Male
160,61,26,Female
161,64,38,Female
141,49,23,Female
168,98,20,Female
176,54,23,Male
191,84,31,Male
189,71,22,Male
180,89,21,Male
174,50,39,Female
155,53,39,Male
146,79,23,Male
140,83,20,Male
178,88,24,Female
189,67,29,Male
171,66,33,Female
160,63,20,Female
150,104,18,Female
160,54,28,Male
183,55,36,Male
188,85,37,Male
189,57,21,Male
186,61,28,Male
172,95,24,Male
159,55,35,Female
169,54,32,Female
171,100,19,Female
165,100,30,Male
182,89,24,Female
172,51,22,Male
139,80,24,Male
150,104,36,Female
142,91,38,Female
174,49,19,Male
148,56,33,Male
185,48,26,Male
162,70,18,Male
148,103,31,Male
141,81,18,Male
189,83,36,Male
150,78,34,Male
154,48,22,Female
183,100,37,Male
156,78,19,Male
156,85,23,Female
180,98,18,Female
147,87,27,Female
147,74,30,Female
183,70,20,Male
167,58,22,Female
145,48,27,Female
160,102,34,Male
155,100,39,Male
166,54,35,Male
163,85,25,Male
161,54,36,Female
162,83,18,Female
143,80,34,Male
164,65,27,Male
162,49,29,Female
165,81,29,Male
189,73,34,Male
177,68,25,Male
150,90,31,Female
158,73,18,Male
178,55,18,Female
188,79,28,Female
181,63,36,Female
164,68,19,Female
188,58,19,Male
159,70,21,Male
178,92,30,Female
155,82,20,Female
172,66,40,Female
188,52,37,Female
149,85,21,Male
182,94,37,Male
188,84,35,Female
180,81,29,Male
173,80,27,Male
188,105,26,Female
186,96,21,Female
184,52,37,Female
147,91,27,Male
162,69,32,Male
182,55,29,Female
180,81,38,Female
169,97,32,Female
155,73,22,Female
152,78,29,Female
173,73,23,Male
177,88,24,Male
153,79,22,Male
167,71,37,Male
150,68,22,Male
151,90,24,Male
139,81,26,Female
165,49,39,Female
171,105,39,Male
140,81,30,Male
169,59,36,Male
151,72,19,Female
190,99,28,Female
178,98,33,Male
171,63,18,Male
152,78,19,Female
189,60,31,Male
167,73,32,Female
178,75,22,Female
183,53,19,Male
181,86,38,Male
142,97,30,Female
175,84,32,Female
144,84,26,Female
173,64,19,Female
189,53,27,Male
144,56,29,Female
148,51,30,Male
190,69,33,Female
180,86,40,Female
191,99,19,Female
154,55,22,Female
144,92,20,Female
146,101,37,Male
180,56,39,Female
188,64,27,Male
149,86,20,Female
143,72,39,Male
170,79,20,Female
173,52,18,Male
156,99,18,Female
159,97,21,Female
178,98,27,Male
138,85,22,Female
185,71,34,Female
172,89,18,Male
189,85,22,Male
163,55,20,Male
146,73,32,Female
179,73,28,Female
170,95,22,Male
137,76,23,Male
174,74,38,Female
169,64,28,Female
150,90,34,Female
142,70,18,Female
178,55,26,Male
168,62,40,Male
163,86,18,Female
188,77,28,Female
137,79,22,Male
180,49,37,Female
182,94,38,Male
153,51,28,Male
145,105,18,Male
178,63,35,Male
188,51,35,Male
145,68,21,Female
183,90,25,Male
176,51,39,Female
151,75,34,Male
181,102,30,Male
168,53,33,Male
179,54,35,Male
175,92,19,Female
159,48,27,Male
170,61,26,Male
163,104,25,Female
158,51,27,Male
152,97,40,Male
144,74,30,Female
137,50,36,Female
153,57,25,Male
180,90,26,Male
184,61,35,Female
151,96,18,Female
156,65,26,Female
186,64,38,Male
169,82,27,Male
188,88,18,Female
146,77,31,Female
160,84,40,Female
152,49,22,Female
154,56,24,Male
150,53,29,Female
144,61,27,Female
138,95,24,Male
183,58,29,Male
164,100,24,Female
172,91,31,Female
160,84,22,Male
183,88,24,Female
158,103,38,Male
191,58,26,Female
168,78,29,Female
188,48,32,Female
158,102,40,Male
161,90,24,Female
142,96,18,Female
154,92,40,Female
181,67,40,Male
162,79,18,Female
173,94,33,Female
158,52,30,Male
143,104,37,Female
174,92,34,Female
159,103,34,Male
140,58,27,Female
150,78,34,Male
179,88,38,Female
160,90,31,Female
166,92,18,Male
155,51,20,Male
179,95,18,Female
161,100,24,Female
144,65,24,Female
191,78,40,Female
164,102,29,Male
182,55,37,Female
160,76,24,Female
179,96,31,Female
152,102,28,Female
162,77,23,Female
166,50,36,Male
176,98,21,Female
145,49,20,Female
173,89,28,Male
148,96,29,Female
169,55,37,Male
190,67,38,Female
166,97,20,Male
146,74,27,Male
149,52,38,Male
190,82,26,Male
152,77,28,Female
176,87,34,Female
164,90,26,Male
170,93,25,Female
191,87,33,Male
149,67,26,Male
170,63,32,Male
191,77,21,Male
143,69,32,Female
171,70,28,Male
169,53,30,Female
160,59,21,Female
183,92,37,Male
159,52,39,Male
138,101,20,Female
190,54,22,Male
143,79,18,Male
177,103,38,Female
187,49,20,Female
182,73,25,Male
165,78,37,Male
165,64,24,Male
180,82,23,Female
171,73,31,Male
154,98,20,Female
146,69,34,Male
137,63,24,Female
154,64,40,Male
174,49,18,Female
175,80,25,Male
160,85,34,Female
160,78,32,Male
142,96,40,Female
160,98,21,Male
179,78,40,Female
158,87,25,Male
161,56,28,Male
163,105,24,Female
169,65,32,Male
154,91,39,Male
179,51,37,Male
171,53,18,Male
160,98,39,Female
176,57,26,Female
165,96,39,Female
148,53,23,Female
183,79,40,Male
146,91,25,Male
180,64,28,Male
191,99,19,Male
171,56,36,Female
150,84,25,Male
151,51,36,Female
169,76,30,Female
160,54,24,Female
155,59,27,Female
160,68,33,Female
186,50,27,Male
183,89,26,Male
177,105,26,Male
144,80,39,Female
184,72,32,Male
148,85,40,Female
177,54,19,Female
170,70,19,Female
187,49,22,Female
150,85,37,Male
160,83,35,Male
148,77,27,Female
182,65,40,Male
174,57,40,Female
168,83,22,Male
173,58,21,Female
148,73,40,Female
149,55,37,Female
167,55,38,Female
172,94,27,Female
163,90,32,Male
161,61,28,Female
150,70,26,Male
161,71,27,Female
179,96,30,Male
160,90,25,Female
172,62,25,Male
152,84,25,Female
159,49,34,Male
171,99,31,Male
142,101,19,Male
155,101,33,Female
153,76,36,Female
184,104,29,Male
169,57,23,Female
172,67,37,Female
188,96,35,Male
167,92,38,Male
179,100,35,Female
182,99,31,Male
155,82,22,Female
142,57,39,Female
190,77,35,Female
179,58,33,Female
162,101,28,Male
154,65,22,Female
151,104,26,Male
171,65,37,Female
191,91,32,Female
171,83,36,Male
185,60,25,Male
147,100,35,Female
157,55,27,Male
154,58,39,Male
178,77,30,Male
162,60,31,Female
162,55,24,Female
162,71,36,Female
163,65,21,Male
147,61,23,Male
162,103,29,Female
191,59,24,Male
162,81,35,Female
174,51,18,Female
190,99,19,Female
188,68,26,Female
175,84,29,Male
186,90,40,Male
142,102,26,Female
150,93,27,Male
166,71,24,Female
175,93,34,Female
151,87,26,Female
176,71,21,Male
152,49,26,Female
178,76,30,Male
191,51,25,Male
160,76,33,Male
162,64,18,Female
173,94,33,Male
163,63,34,Female
171,57,20,Male
172,54,25,Male
181,87,23,Male
141,99,18,Male
182,102,34,Female
146,105,18,Male
184,105,21,Male
146,67,25,Male
143,93,21,Female
189,92,19,Female
172,54,25,Male
152,58,34,Female
139,70,39,Male
175,64,31,Male
159,69,26,Female
141,92,21,Female
190,49,30,Female
180,102,21,Male
154,88,34,Female
168,58,22,Female
188,68,27,Male
156,48,34,Female
176,105,39,Male
143,54,36,Female
183,71,38,Male
175,92,37,Female
147,80,35,Female
186,89,34,Female
166,53,30,Male
171,67,18,Female
162,97,19,Male
144,53,18,Male
174,82,33,Female
179,82,37,Male
182,84,29,Male
160,68,36,Female
145,71,28,Male
153,94,21,Female
172,58,35,Female
151,62,21,Male
157,62,20,Male
161,86,32,Female
144,101,36,Male
175,66,38,Male
147,68,37,Male
190,103,36,Male
163,84,28,Female
154,70,31,Male
165,51,21,Female
139,94,35,Male
157,62,30,Female
151,84,22,Male
184,58,19,Male
138,92,34,Male
146,78,36,Male
184,81,19,Female
148,88,23,Male
140,56,24,Male
165,89,29,Female
175,102,29,Male
187,82,19,Female
176,88,33,Female
170,81,26,Male
164,105,18,Male
137,103,35,Male
187,105,18,Female
146,74,20,Male
154,77,21,Male
143,63,18,Male
185,82,25,Male
189,84,26,Male
166,77,30,Female
146,103,35,Male
170,102,26,Female
150,51,18,Female
180,60,39,Female
179,64,22,Male
161,86,27,Female
160,72,36,Female
170,86,29,Female
190,56,35,Male
139,105,21,Male
159,66,31,Female
181,63,31,Female
142,68,33,Male
158,59,35,Male
156,57,21,Male
152,70,34,Male
180,77,26,Female
156,70,21,Male
190,92,18,Male
187,102,20,Male
143,75,18,Male
151,87,39,Male
139,68,37,Male
144,49,39,Female
180,74,30,Male
186,100,27,Female
143,92,32,Female
156,88,36,Male
143,81,30,Female
145,90,34,Female
169,59,34,Female
170,71,25,Male
183,85,22,Female
148,91,27,Female
153,63,33,Female
182,67,20,Male
147,51,28,Female
145,76,30,Female
143,62,32,Male
137,77,34,Female
157,94,39,Female
191,102,19,Female
168,94,38,Male
140,98,39,Male
168,101,20,Male
153,50,38,Male
186,81,29,Male
185,91,40,Female
184,92,28,Male
166,52,20,Male
163,49,32,Female
167,80,22,Male
149,90,18,Male
148,81,40,Male
187,97,21,Female
183,51,25,Female
171,62,20,Female
167,53,23,Male
184,84,39,Male
166,83,18,Female
183,84,24,Male
166,99,20,Male
179,51,38,Female
171,55,38,Female
140,64,24,Female
171,59,21,Male
154,70,34,Male
152,58,37,Male
167,69,20,Male
137,71,36,Female
150,105,21,Male
157,84,39,Female
162,84,22,Female
152,72,21,Female
169,67,20,Female
164,71,39,Female
149,83,38,Female
185,100,24,Female
166,87,22,Male
143,54,37,Male
162,53,39,Female
138,59,38,Male
151,79,34,Female
142,50,33,Male
175,84,30,Female
147,104,37,Male
157,59,23,Male
164,94,29,Female
161,64,33,Male
154,87,37,Male
162,57,31,Male
186,68,38,Female
167,102,34,Female
180,48,39,Male
154,61,36,Male
160,86,38,Female
158,68,19,Female
149,74,40,Male
141,58,24,Male
170,101,30,Female
160,100,23,Male
141,69,31,Female
189,65,36,Male
187,105,29,Female
186,65,19,Female
169,102,24,Male
159,71,33,Male
143,75,22,Male
155,70,27,Male
161,67,20,Female
145,90,25,Male
184,54,22,Male
174,80,20,Female
158,79,30,Male
189,58,38,Male
189,92,28,Female
139,67,25,Female
164,58,26,Female
188,98,32,Female
186,56,25,Female
139,80,32,Male
175,98,24,Male
168,50,23,Female
184,73,39,Female
188,104,35,Male
160,50,40,Male
184,82,30,Female
174,51,40,Male
189,52,20,Male
141,94,23,Female
178,72,18,Male
148,97,19,Female
174,67,27,Female
173,55,21,Female
188,48,33,Female
138,98,39,Male
143,70,24,Male
189,48,33,Female
137,101,39,Female
179,83,19,Male
177,91,32,Female
184,69,26,Female
154,56,26,Female
145,105,20,Male
175,50,31,Male
183,91,40,Male
178,73,35,Female
182,77,33,Male
145,50,34,Female
147,72,24,Female
163,84,34,Male
140,102,37,Female
142,84,27,Male
155,69,32,Male
183,51,30,Female
145,49,34,Female
182,64,38,Female
190,62,37,Male
153,71,35,Male
171,82,25,Male
138,48,34,Male
187,73,26,Male
158,78,30,Female
139,96,24,Male
178,99,31,Male
155,78,37,Female
160,99,29,Female
160,73,34,Male
185,49,27,Female
139,77,37,Male
140,78,23,Male
149,50,36,Male
159,87,36,Female
156,103,25,Female
137,75,18,Male
179,48,21,Male
153,100,32,Male
138,96,34,Male
177,95,34,Male
139,79,22,Female
178,68,31,Female
150,85,30,Female
139,87,19,Male
147,95,34,Male
164,99,19,Female
142,93,24,Female
167,49,34,Female
146,66,30,Male
146,58,35,Male
179,103,22,Female
165,94,34,Male
162,53,37,Female
188,89,29,Female
155,71,39,Male
177,75,27,Male
173,58,34,Male
168,62,27,Male
169,50,23,Female
156,97,36,Female
161,79,29,Male
156,72,21,Male
154,98,22,Male
191,87,36,Female
181,97,35,Male
178,62,26,Male
137,89,21,Male
171,57,22,Female
166,98,31,Male
183,60,32,Male
171,92,39,Male
187,80,37,Male
177,94,25,Female
173,98,34,Female
145,95,22,Male
187,55,38,Male
189,68,25,Male
188,60,33,Female
159,86,35,Female
147,58,28,Male
167,74,40,Male
184,88,39,Female
175,105,19,Male
181,84,30,Female
142,65,27,Female
155,49,35,Female
138,49,35,Female
172,55,23,Male
143,76,39,Male
182,74,38,Female
151,59,25,Female
137,82,28,Female
185,69,23,Female
191,73,21,Male
184,101,37,Male
159,75,19,Male
168,48,19,Female
185,75,24,Male
140,60,34,Male
183,73,39,Female
152,74,31,Female
138,66,35,Male
185,103,36,Male
173,52,29,Female
169,82,26,Female
182,100,38,Male
178,73,32,Male
139,66,21,Male
186,86,40,Male
139,81,40,Female
171,66,19,Female
150,94,23,Female
184,66,36,Female
150,53,30,Male
157,70,35,Male
148,48,22,Male
150,88,21,Female
139,96,18,Male
170,101,33,Male
156,72,22,Female
186,98,30,Male
151,54,35,Female
182,53,34,Male
171,61,22,Female
176,101,40,Female
150,61,18,Female
160,88,26,Male
158,67,34,Male
139,88,30,Male
138,66,29,Female
144,105,33,Male
153,61,22,Male
190,48,33,Male
182,98,21,Male
147,73,40,Male
175,69,30,Female
186,81,39,Male
147,82,30,Male
168,88,26,Male
147,56,23,Female
152,99,33,Male
191,56,34,Male
182,56,26,Female
182,60,33,Female
170,82,39,Male
139,53,25,Female
149,59,25,Male
142,58,34,Female
182,61,20,Male
187,54,39,Female
177,99,39,Female
163,49,38,Male
177,49,27,Female
151,94,28,Male
190,71,24,Male
166,51,24,Male
189,99,18,Female
146,105,23,Male
184,93,20,Male
175,71,23,Male
167,58,39,Male
183,50,38,Male
148,80,27,Female
159,48,39,Female
157,59,32,Male
166,68,18,Female
157,65,34,Male
158,48,38,Female
167,102,33,Female
165,55,27,Male
176,52,39,Female
189,60,31,Female
165,70,23,Male
183,93,39,Female
144,84,37,Female
148,93,25,Male
156,90,34,Male
143,78,31,Male
159,100,31,Female
171,69,26,Female
138,51,23,Male
191,103,29,Female
148,48,25,Female
153,92,31,Female
138,65,27,Male
181,87,26,Female
143,99,20,Female
161,77,36,Female
166,76,20,Female
180,76,34,Female
167,78,23,Female
138,89,25,Male
146,86,37,Male
158,79,33,Female
139,101,27,Female
185,105,28,Female
187,49,31,Female
189,58,30,Female
157,58,40,Female
137,84,19,Female
175,105,29,Male
185,55,34,Male
183,81,34,Male
181,56,40,Male
183,79,37,Male
169,83,27,Male
184,104,21,Male
161,86,21,Female
173,86,34,Female
165,102,29,Male
171,50,31,Female
187,63,33,Female
160,51,24,Female
154,48,20,Male
159,95,38,Male
145,83,21,Male
160,93,28,Female
164,103,25,Female
184,98,39,Female
151,97,35,Male
153,102,31,Female
184,62,22,Female
151,54,37,Male
144,85,38,Male
155,56,27,Male
170,61,25,Female
191,105,24,Male
167,95,26,Female
146,67,36,Female
175,68,38,Female
147,70,24,Male
182,97,37,Male
171,74,22,Male
182,51,20,Female
164,64,33,Male
182,62,18,Female
158,67,37,Male
184,103,25,Male
163,82,27,Female
174,74,20,Female
142,67,29,Male
137,78,32,Female
177,86,40,Male
145,75,21,Female
143,93,25,Male
184,84,32,Female
188,67,35,Male
164,85,31,Female
144,81,38,Male
140,88,21,Male
185,86,35,Male
182,51,32,Female
150,62,34,Female
159,96,37,Female
189,99,26,Female
158,48,34,Female
178,96,22,Male
189,104,23,Male
139,75,36,Female
179,82,23,Male
189,95,26,Male
169,91,28,Male
189,98,22,Female
169,67,28,Female
156,72,31,Male
166,75,27,Male
189,99,32,Male
157,91,19,Female
155,92,19,Female
156,66,29,Male
183,103,33,Female
168,53,30,Male
189,101,21,Male
162,87,31,Male
186,91,21,Male
137,58,35,Male
177,96,37,Female
166,89,18,Male
160,48,29,Female
177,105,29,Female
171,72,27,Male
188,91,33,Male
161,63,38,Female
169,87,26,Female
140,78,31,Female
160,67,34,Female
142,99,25,Female
153,70,34,Female
152,83,36,Female
155,73,37,Male
160,50,25,Female
141,86,34,Male
182,92,38,Female
153,94,27,Female
144,66,19,Female
159,88,27,Male
151,62,23,Female
154,60,31,Female
149,58,40,Female
170,105,19,Female
137,82,38,Female
176,67,31,Female
164,89,21,Male
139,53,29,Male
174,88,33,Female
168,52,18,Female
167,100,34,Male
177,64,34,Female
157,80,20,Female
153,72,26,Female
155,58,22,Female
186,89,30,Female
178,58,40,Male
159,79,28,Male
187,69,27,Male
174,73,33,Female
168,63,26,Male
169,73,34,Male
177,57,22,Male
146,90,21,Male
139,91,27,Male
162,101,40,Female
160,82,30,Male
158,83,29,Male
184,90,39,Male
179,71,39,Female
145,49,22,Male
148,103,21,Male
189,55,19,Female
171,82,28,Male
145,103,22,Female
142,73,28,Female
166,77,29,Female
140,95,32,Female
181,98,21,Female
183,92,19,Female
186,90,30,Male
172,81,40,Female
145,73,38,Male
149,67,29,Female
142,50,38,Male
163,78,24,Female
191,84,25,Male
182,57,36,Male
161,51,31,Female
189,52,37,Male
173,77,30,Male
188,56,31,Female
139,69,22,Female
142,67,24,Female
176,83,29,Female
186,89,23,Female
159,99,34,Female
162,82,20,Male
155,69,32,Male
191,84,23,Female
166,54,23,Male
151,62,35,Male
190,63,34,Female
170,100,24,Male
154,95,34,Female
137,82,38,Female
178,88,30,Male
146,52,36,Female
159,97,33,Female
172,74,30,Female
180,98,27,Male
178,82,37,Male
158,84,30,Male
146,68,39,Male
139,53,38,Male
188,84,23,Female
178,99,37,Female
146,105,26,Female
138,58,23,Female
153,88,30,Male
188,78,40,Female
181,92,21,Female
142,71,20,Male
155,104,33,Female
191,48,25,Male
189,99,28,Female
166,98,26,Male
159,65,27,Female
161,56,21,Female
191,93,39,Male
152,62,26,Male
171,78,36,Male
146,59,29,Female
156,87,27,Male
152,57,27,Male
146,56,34,Male
162,93,24,Female
162,48,18,Male
156,76,31,Female
146,79,20,Male
165,89,36,Female
138,49,36,Male
180,51,30,Female
186,86,28,Female
171,63,22,Female
159,52,25,Female
185,100,26,Male
189,67,19,Female
168,72,37,Female
151,48,29,Male
154,69,39,Male
156,84,31,Male
152,61,32,Female
175,65,23,Male
163,56,36,Female
167,86,22,Female
171,61,30,Female
180,80,38,Male
156,75,37,Male
170,92,34,Male
164,91,26,Male
182,105,19,Female
188,54,35,Female
174,62,36,Female
145,80,26,Female
154,52,33,Female
157,65,35,Female
185,80,28,Male
150,57,29,Male
166,103,34,Female
139,85,36,Male
163,97,34,Male
172,60,19,Female
157,81,19,Male
166,102,27,Female
169,103,26,Female
182,83,21,Female
151,75,35,Male
166,68,34,Female
159,74,22,Female
174,53,20,Male
146,68,20,Male
143,101,18,Female
140,75,22,Female
156,90,23,Male
181,64,36,Male
164,103,32,Male
152,73,18,Male
151,68,33,Female
139,52,20,Female
162,64,30,Female
142,102,35,Female
157,52,37,Female
144,57,27,Female
187,69,24,Female
162,101,23,Female
148,78,23,Female
137,56,24,Female
139,93,32,Female
160,93,34,Female
171,61,18,Male
145,103,25,Female
162,103,30,Male
147,59,34,Female
147,89,37,Female
182,65,20,Female
159,88,25,Female
147,95,35,Male
174,58,20,Male
145,52,23,Female
164,81,24,Female
181,52,26,Female
159,97,39,Female
186,56,22,Male
187,72,33,Female
166,70,22,Male
167,104,40,Male
184,75,18,Female
177,81,25,Male
189,105,36,Female
156,68,36,Female
149,51,29,Female
137,91,30,Female
183,90,35,Female
146,67,18,Female
147,83,19,Female
144,76,19,Male
155,93,40,Male
160,70,26,Male
173,57,23,Female
143,64,21,Female
151,61,19,Female
139,66,23,Male
183,103,21,Female
170,85,27,Male
147,99,22,Female
140,100,40,Male
180,75,34,Female
178,89,38,Male
183,92,30,Male
153,84,38,Male
156,104,26,Male
190,66,38,Male
191,89,18,Female
171,57,26,Male
177,90,24,Female
178,66,31,Male
160,90,19,Female
149,75,36,Female
167,68,27,Female
150,50,35,Male
185,91,30,Male
141,60,34,Male
186,68,28,Female
145,100,39,Male
171,80,29,Female
173,72,22,Female
145,55,23,Female
164,63,23,Female
169,104,27,Male
173,66,35,Female
184,63,20,Female
158,65,22,Male
178,56,39,Male
167,99,37,Male
190,86,35,Female
160,64,40,Female
171,77,25,Female
160,89,35,Female
183,60,35,Male
158,97,25,Female
165,73,24,Male
140,98,36,Female
137,73,24,Male
179,71,39,Female
150,76,37,Male
143,86,26,Female
186,75,20,Female
154,69,20,Male
145,72,21,Male
165,59,32,Male
181,95,20,Male
168,65,24,Female
185,79,33,Male
175,92,35,Female
142,93,39,Male
158,63,30,Male
144,70,27,Male
174,91,36,Female
189,104,26,Female
176,88,23,Male
189,84,26,Male
151,68,28,Male
161,75,22,Female
183,92,21,Female
138,58,25,Male
179,62,19,Female
145,94,23,Female
145,70,39,Male
180,71,38,Female
171,101,19,Male
161,100,20,Male
152,86,36,Female
156,70,21,Male
137,88,26,Male
177,101,31,Female
181,87,25,Male
182,99,21,Male
175,49,31,Male
140,67,28,Female
175,61,19,Male
152,70,19,Female
183,78,38,Male
150,82,20,Male
143,62,25,Male
149,99,34,Female
180,105,31,Female
146,97,33,Female
148,64,30,Male
154,75,37,Male
189,103,25,Female
164,93,33,Male
143,56,39,Male
155,59,19,Female
151,80,38,Male
154,104,23,Female
143,85,27,Female
168,61,18,Female
154,72,37,Female
144,82,26,Male
141,99,34,Male
170,65,26,Male
172,101,31,Female
138,77,20,Male
161,70,29,Male
162,73,25,Male
176,49,37,Male
171,103,34,Male
162,67,25,Female
166,72,31,Male
145,80,33,Female
166,69,37,Male
160,97,35,Female
155,95,26,Female
152,105,38,Male
190,76,21,Male
170,70,18,Male
156,66,31,Female
191,94,31,Female
149,70,36,Male
184,96,39,Male
177,65,20,Male
170,52,34,Female
138,77,24,Female
176,96,33,Female
175,77,23,Male
163,100,40,Female
190,60,25,Female
189,82,26,Male
160,52,26,Male
148,78,35,Male
138,86,26,Male
161,51,25,Male
179,86,39,Male
141,81,31,Male
186,101,19,Male
148,90,20,Female
152,67,33,Female
154,58,29,Male
188,56,25,Male
159,95,21,Female
164,71,27,Female
177,95,24,Male
146,49,30,Female
171,52,28,Male
188,62,25,Male
179,75,33,Male
177,92,23,Female
161,91,35,Male
174,64,36,Female
191,53,39,Male
145,70,34,Male
176,80,22,Male
175,62,34,Male
137,61,31,Female
157,92,21,Female
146,56,19,Female
180,71,38,Female
168,103,30,Male
146,66,22,Male
152,60,22,Male
153,95,23,Female
146,98,37,Male
137,90,29,Male
168,102,25,Female
182,72,24,Male
190,66,28,Female
141,48,31,Male
184,66,25,Female
142,79,37,Female
176,78,29,Female
174,54,40,Male
147,62,30,Male
148,48,38,Female
157,76,28,Female
147,80,29,Female
189,64,33,Male
175,102,21,Female
173,99,19,Female
156,77,35,Male
154,92,32,Male
152,77,33,Male
165,105,33,Male
148,68,19,Male
180,97,26,Female
180,61,24,Male
188,53,39,Male
137,71,37,Female
172,50,19,Female
173,97,26,Male
151,62,20,Male
155,53,25,Female
151,72,29,Female
159,72,18,Female
161,49,18,Male
141,91,24,Female
172,63,36,Female
